CODGEO,CODREG,CODDEP,LIBGEO
02543,32,02,Neuilly-Saint-Front
02544,32,02,Neuve-Maison
02545,32,02,La Neuville-Bosmont
02546,32,02,La Neuville-en-Beine
02547,32,02,La Neuville-Housset
02548,32,02,La Neuville-lès-Dorengt
02549,32,02,Neuville-Saint-Amand
02550,32,02,Neuville-sur-Ailette
02551,32,02,Neuville-sur-Margival
02552,32,02,Neuvillette
02553,32,02,Nizy-le-Comte
02554,32,02,Nogentel
02555,32,02,Nogent-l'Artaud
02556,32,02,Noircourt
02557,32,02,Noroy-sur-Ourcq
02558,32,02,Le Nouvion-en-Thiérache
02559,32,02,Nouvion-et-Catillon
02560,32,02,Nouvion-le-Comte
02561,32,02,Nouvion-le-Vineux
02562,32,02,Nouvron-Vingré
02563,32,02,Noyales
02564,32,02,Bernoy-le-Château
02565,32,02,Œuilly
02566,32,02,Ognes
02567,32,02,Ohis
02568,32,02,Oigny-en-Valois
02569,32,02,Oisy
02570,32,02,Ollezy
02571,32,02,Omissy
02572,32,02,Orainville
02573,32,02,Orgeval
02574,32,02,Origny-en-Thiérache
02575,32,02,Origny-Sainte-Benoite
02576,32,02,Osly-Courtil
02577,32,02,Ostel
02578,32,02,Oulches-la-Vallée-Foulon
02579,32,02,Oulchy-la-Ville
02580,32,02,Oulchy-le-Château
02581,32,02,Paars
02582,32,02,Paissy
02583,32,02,Pancy-Courtecon
02584,32,02,Papleux
02585,32,02,Parcy-et-Tigny
02586,32,02,Parfondeval
02587,32,02,Parfondru
02588,32,02,Pargnan
02589,32,02,Pargny-Filain
02590,32,02,Pargny-la-Dhuys
02591,32,02,Pargny-les-Bois
02592,32,02,Parpeville
02593,32,02,Pasly
02594,32,02,Passy-en-Valois
02595,32,02,Passy-sur-Marne
02596,32,02,Pavant
02598,32,02,Pernant
02599,32,02,Pierremande
02600,32,02,Pierrepont
02601,32,02,Pignicourt
02602,32,02,Pinon
02604,32,02,Pithon
02605,32,02,Pleine-Selve
02606,32,02,Le Plessier-Huleu
02607,32,02,Ploisy
02608,32,02,Plomion
02609,32,02,Ployart-et-Vaurseine
02610,32,02,Pommiers
02612,32,02,Pont-Arcy
02613,32,02,Pontavert
02614,32,02,Pontru
02615,32,02,Pontruet
02616,32,02,Pont-Saint-Mard
02617,32,02,Pouilly-sur-Serre
02618,32,02,Prémont
02619,32,02,Prémontré
02620,32,02,Presles-et-Boves
02621,32,02,Presles-et-Thierny
02622,32,02,Priez
02623,32,02,Prisces
02624,32,02,Proisy
02625,32,02,Proix
02626,32,02,Prouvais
02627,32,02,Proviseux-et-Plesnoy
02628,32,02,Puiseux-en-Retz
02629,32,02,Puisieux-et-Clanlieu
02631,32,02,Quierzy
02632,32,02,Quincy-Basse
02633,32,02,Quincy-sous-le-Mont
02634,32,02,Raillimont
02635,32,02,Ramicourt
02636,32,02,Regny
02637,32,02,Remaucourt
02638,32,02,Remies
02639,32,02,Remigny
02640,32,02,Renansart
02641,32,02,Renneval
02642,32,02,Résigny
02643,32,02,Ressons-le-Long
02644,32,02,Retheuil
02645,32,02,Reuilly-Sauvigny
02647,32,02,Ribeauville
02648,32,02,Ribemont
02649,32,02,Rocourt-Saint-Martin
02650,32,02,Rocquigny
02651,32,02,Rogécourt
02652,32,02,Rogny
02653,32,02,Romeny-sur-Marne
02654,32,02,Romery
02655,32,02,Ronchères
02656,32,02,Roucy
02657,32,02,Rougeries
02658,32,02,Roupy
02659,32,02,Rouvroy
02660,32,02,Rouvroy-sur-Serre
02661,32,02,Royaucourt-et-Chailvet
02662,32,02,Rozet-Saint-Albin
02663,32,02,Rozières-sur-Crise
02664,32,02,Rozoy-Bellevalle
02665,32,02,Grand-Rozoy
02666,32,02,Rozoy-sur-Serre
02667,32,02,Saconin-et-Breuil
02668,32,02,Sains-Richaumont
02670,32,02,Saint-Algis
02671,32,02,Saint-Aubin
02672,32,02,Saint-Bandry
02673,32,02,Saint-Christophe-à-Berry
02674,32,02,Saint-Clément
02675,32,02,Sainte-Croix
02676,32,02,Saint-Erme-Outre-et-Ramecourt
02677,32,02,Saint-Eugène
02678,32,02,Sainte-Geneviève
02679,32,02,Saint-Gengoulph
02680,32,02,Saint-Gobain
02681,32,02,Saint-Gobert
02682,32,02,Saint-Mard
02683,32,02,Saint-Martin-Rivière
02684,32,02,Saint-Michel
02685,32,02,Saint-Nicolas-aux-Bois
02686,32,02,Saint-Paul-aux-Bois
02687,32,02,Saint-Pierre-Aigle
02688,32,02,Saint-Pierre-lès-Franqueville
02689,32,02,Saint-Pierremont
02690,32,02,Sainte-Preuve
02691,32,02,Saint-Quentin
02693,32,02,Saint-Rémy-Blanzy
02694,32,02,Saint-Simon
02696,32,02,Saint-Thomas
02697,32,02,Samoussy
02698,32,02,Sancy-les-Cheminots
02699,32,02,Saponay
02701,32,02,Saulchery
02702,32,02,Savy
02703,32,02,Seboncourt
02704,32,02,Selens
02705,32,02,La Selve
02706,32,02,Septmonts
02707,32,02,Septvaux
02708,32,02,Sequehart
02709,32,02,Serain
02710,32,02,Seraucourt-le-Grand
02711,32,02,Serches
02712,32,02,Sergy
02713,32,02,Seringes-et-Nesles
02714,32,02,Sermoise
02715,32,02,Serval
02716,32,02,Servais
02717,32,02,Séry-lès-Mézières
02718,32,02,Silly-la-Poterie
02719,32,02,Sinceny
02720,32,02,Sissonne
02721,32,02,Sissy
02722,32,02,Soissons
02723,32,02,Soize
02724,32,02,Sommelans
02725,32,02,Sommeron
02726,32,02,Sommette-Eaucourt
02727,32,02,Sons-et-Ronchères
02728,32,02,Sorbais
02729,32,02,Soucy
02730,32,02,Soupir
02731,32,02,Le Sourd
02732,32,02,Surfontaine
02734,32,02,Taillefontaine
02735,32,02,Tannières
02736,32,02,Tartiers
02737,32,02,Tavaux-et-Pontséricourt
02738,32,02,Tergnier
02739,32,02,Terny-Sorny
02740,32,02,Thenailles
02741,32,02,Thenelles
02742,32,02,Thiernu
02743,32,02,Le Thuel
02744,32,02,Torcy-en-Valois
02745,32,02,Toulis-et-Attencourt
02746,32,02,Travecy
02747,32,02,Trefcon
02748,32,02,Trélou-sur-Marne
02749,32,02,Troësnes
02750,32,02,Trosly-Loire
02751,32,02,Trucy
02752,32,02,Tugny-et-Pont
02753,32,02,Tupigny
02754,32,02,Ugny-le-Gay
02755,32,02,Urcel
02756,32,02,Urvillers
02757,32,02,Vadencourt
02758,32,02,Vailly-sur-Aisne
02759,32,02,La Vallée-au-Blé
02760,32,02,La Vallée-Mulâtre
02761,32,02,Variscourt
02762,32,02,Vassens
02763,32,02,Vasseny
02764,32,02,Vassogne
02765,32,02,Vaucelles-et-Beffecourt
02766,32,02,Vaudesson
02767,32,02,Vauxrezis
02768,32,02,Vauxaillon
02769,32,02,Vaux-Andigny
02770,32,02,Vauxbuin
02772,32,02,Vaux-en-Vermandois
02773,32,02,Vauxtin
02774,32,02,Vendelles
02775,32,02,Vendeuil
02776,32,02,Vendhuile
02777,32,02,Vendières
02778,32,02,Vendresse-Beaulne
02779,32,02,Vénérolles
02780,32,02,Venizel
02781,32,02,Verdilly
02782,32,02,Le Verguier
02783,32,02,Grand-Verly
02784,32,02,Petit-Verly
02785,32,02,Vermand
02786,32,02,Verneuil-sous-Coucy
02787,32,02,Verneuil-sur-Serre
02788,32,02,Versigny
02789,32,02,Vervins
02790,32,02,Vesles-et-Caumont
02791,32,02,Veslud
02792,32,02,Veuilly-la-Poterie
02793,32,02,Vézaponin
02794,32,02,Vézilly
02795,32,02,Vic-sur-Aisne
02796,32,02,Vichel-Nanteuil
02797,32,02,Viel-Arcy
02798,32,02,Viels-Maisons
02799,32,02,Vierzy
02800,32,02,Viffort
02801,32,02,Vigneux-Hocquet
02802,32,02,La Ville-aux-Bois-lès-Dizy
02803,32,02,La Ville-aux-Bois-lès-Pontavert
02804,32,02,Villemontoire
02805,32,02,Villeneuve-Saint-Germain
02806,32,02,Villeneuve-sur-Fère
02807,32,02,Villequier-Aumont
02808,32,02,Villeret
02809,32,02,Villers-Agron-Aiguizy
02810,32,02,Villers-Cotterêts
02812,32,02,Villers-Hélon
02813,32,02,Villers-le-Sec
02814,32,02,Villers-lès-Guise
02815,32,02,Villers-Saint-Christophe
02816,32,02,Villers-sur-Fère
02817,32,02,Ville-Savoye
02818,32,02,Villiers-Saint-Denis
02819,32,02,Vincy-Reuil-et-Magny
02820,32,02,Viry-Noureuil
02821,32,02,Vivaise
02822,32,02,Vivières
02823,32,02,Voharies
02824,32,02,Vorges
02826,32,02,Voulpaix
02827,32,02,Voyenne
02828,32,02,Vregny
02829,32,02,Vuillery
02830,32,02,Wassigny
02831,32,02,Watigny
02832,32,02,Wiège-Faty
02833,32,02,Wimy
02834,32,02,Wissignicourt
03001,84,03,Abrest
03002,84,03,Agonges
03003,84,03,Ainay-le-Château
03004,84,03,Andelaroche
03005,84,03,Archignat
03006,84,03,Arfeuilles
03007,84,03,Arpheuilles-Saint-Priest
03008,84,03,Arronnes
03009,84,03,Aubigny
03010,84,03,Audes
03011,84,03,Aurouër
03012,84,03,Autry-Issards
03013,84,03,Avermes
03014,84,03,Avrilly
03015,84,03,Bagneux
03016,84,03,Barberier
03017,84,03,Barrais-Bussolles
03018,84,03,Bayet
03019,84,03,Beaulon
03020,84,03,Beaune-d'Allier
03021,84,03,Bègues
03022,84,03,Bellenaves
03023,84,03,Bellerive-sur-Allier
03024,84,03,Bert
03025,84,03,Bessay-sur-Allier
03026,84,03,Besson
03027,84,03,Bézenet
03028,84,03,Billezois
03029,84,03,Billy
03030,84,03,Biozat
03031,84,03,Bizeneuille
03032,84,03,Blomard
03033,84,03,Bost
03034,84,03,Boucé
03035,84,03,Le Bouchaud
03036,84,03,Bourbon-l'Archambault
03037,84,03,Braize
03038,84,03,Bransat
03039,84,03,Bresnay
03040,84,03,Bressolles
03041,84,03,Le Brethon
03042,84,03,Le Breuil
03043,84,03,Broût-Vernet
03044,84,03,Brugheas
03045,84,03,Busset
03046,84,03,Buxières-les-Mines
03047,84,03,La Celle
03048,84,03,Cérilly
03049,84,03,Cesset
03050,84,03,La Chabanne
03051,84,03,Chambérat
03052,84,03,Chamblet
03053,84,03,Chantelle
03054,84,03,Chapeau
03055,84,03,La Chapelaude
03056,84,03,La Chapelle
03057,84,03,La Chapelle-aux-Chasses
03058,84,03,Chappes
03059,84,03,Chareil-Cintrat
03060,84,03,Charmeil
03061,84,03,Charmes
03062,84,03,Charroux
03063,84,03,Chassenard
03064,84,03,Château-sur-Allier
03065,84,03,Châtel-de-Neuvre
03066,84,03,Châtel-Montagne
03067,84,03,Châtelperron
03068,84,03,Châtelus
03069,84,03,Châtillon
03070,84,03,Chavenon
03071,84,03,Chavroches
03072,84,03,Chazemais
03073,84,03,Chemilly
03074,84,03,Chevagnes
03075,84,03,Chezelle
03076,84,03,Chézy
03077,84,03,Chirat-l'Église
03078,84,03,Chouvigny
03079,84,03,Cindré
03080,84,03,Cognat-Lyonne
03081,84,03,Colombier
03082,84,03,Commentry
03083,84,03,Contigny
03084,84,03,Cosne-d'Allier
03085,84,03,Coulandon
03086,84,03,Coulanges
03087,84,03,Couleuvre
03088,84,03,Courçais
03089,84,03,Coutansouze
03090,84,03,Couzon
03091,84,03,Créchy
03092,84,03,Cressanges
03093,84,03,Creuzier-le-Neuf
03094,84,03,Creuzier-le-Vieux
03095,84,03,Cusset
03096,84,03,Deneuille-lès-Chantelle
03097,84,03,Deneuille-les-Mines
03098,84,03,Désertines
03099,84,03,Deux-Chaises
03100,84,03,Diou
03101,84,03,Domérat
03102,84,03,Dompierre-sur-Besbre
03103,84,03,Le Donjon
03104,84,03,Doyet
03105,84,03,Droiturier
03106,84,03,Durdat-Larequille
03107,84,03,Ébreuil
03108,84,03,Échassières
03109,84,03,Escurolles
03110,84,03,Espinasse-Vozelle
03111,84,03,Estivareilles
03112,84,03,Étroussat
03113,84,03,Ferrières-sur-Sichon
03114,84,03,La Ferté-Hauterive
03115,84,03,Fleuriel
03116,84,03,Fourilles
03117,84,03,Franchesse
03118,84,03,Gannat
03119,84,03,Gannay-sur-Loire
03120,84,03,Garnat-sur-Engièvre
03121,84,03,Gennetines
03122,84,03,Gipcy
03124,84,03,Gouise
03125,84,03,La Guillermie
03126,84,03,Hauterive
03127,84,03,Hérisson
03128,84,03,Huriel
03129,84,03,Hyds
03130,84,03,Isle-et-Bardais
03131,84,03,Isserpent
03132,84,03,Jaligny-sur-Besbre
03133,84,03,Jenzat
03134,84,03,Laféline
03135,84,03,Lalizolle
03136,84,03,Lamaids
03137,84,03,Langy
03138,84,03,Lapalisse
03139,84,03,Laprugne
03140,84,03,Lavault-Sainte-Anne
03141,84,03,Lavoine
03142,84,03,Lenax
03143,84,03,Lételon
03144,84,03,Liernolles
03145,84,03,Lignerolles
03146,84,03,Limoise
03147,84,03,Loddes
03148,84,03,Loriges
03149,84,03,Louchy-Montfand
03150,84,03,Louroux-Bourbonnais
03151,84,03,Louroux-de-Beaune
03152,84,03,Louroux-de-Bouble
03154,84,03,Luneau
03155,84,03,Lurcy-Lévis
03156,84,03,Lusigny
03157,84,03,Magnet
03158,84,03,Haut-Bocage
03159,84,03,Malicorne
03160,84,03,Marcenat
03161,84,03,Marcillat-en-Combraille
03162,84,03,Marigny
03163,84,03,Mariol
03164,84,03,Le Mayet-d'École
03165,84,03,Le Mayet-de-Montagne
03166,84,03,Mazerier
03167,84,03,Mazirat
03168,84,03,Meaulne-Vitray
03169,84,03,Meillard
03170,84,03,Meillers
03171,84,03,Mercy
03172,84,03,Mesples
03173,84,03,Molinet
03174,84,03,Molles
03175,84,03,Monestier
03176,84,03,Monétay-sur-Allier
03177,84,03,Monétay-sur-Loire
03178,84,03,Montaiguët-en-Forez
03179,84,03,Montaigu-le-Blin
03180,84,03,Montbeugny
03181,84,03,Montcombroux-les-Mines
03182,84,03,Monteignet-sur-l'Andelot
03183,84,03,Le Montet
03184,84,03,Montilly
03185,84,03,Montluçon
03186,84,03,Montmarault
03187,84,03,Montoldre
03188,84,03,Montord
03189,84,03,Montvicq
03190,84,03,Moulins
03191,84,03,Murat
03192,84,03,Nades
03193,84,03,Nassigny
03194,84,03,Naves
03195,84,03,Néris-les-Bains
03196,84,03,Neuilly-en-Donjon
03197,84,03,Neuilly-le-Réal
03198,84,03,Neure
03200,84,03,Neuvy
03201,84,03,Nizerolles
03202,84,03,Noyant-d'Allier
03203,84,03,Paray-le-Frésil
03204,84,03,Paray-sous-Briailles
03205,84,03,Périgny
03206,84,03,La Petite-Marche
03207,84,03,Pierrefitte-sur-Loire
03208,84,03,Le Pin
03209,84,03,Poëzat
03210,84,03,Pouzy-Mésangy
03211,84,03,Prémilhat
03212,84,03,Quinssaines
03213,84,03,Reugny
03214,84,03,Rocles
03215,84,03,Rongères
03216,84,03,Ronnet
03217,84,03,Saint-Angel
03218,84,03,Saint-Aubin-le-Monial
03219,84,03,Saint-Bonnet-de-Four
03220,84,03,Saint-Bonnet-de-Rochefort
03221,84,03,Saint-Bonnet-Tronçais
03222,84,03,Saint-Caprais
03223,84,03,Saint-Christophe-en-Bourbonnais
03224,84,03,Saint-Clément
03225,84,03,Saint-Désiré
03226,84,03,Saint-Didier-en-Donjon
03227,84,03,Saint-Didier-la-Forêt
03228,84,03,Saint-Éloy-d'Allier
03229,84,03,Saint-Ennemond
03230,84,03,Saint-Étienne-de-Vicq
03231,84,03,Saint-Fargeol
03232,84,03,Saint-Félix
03233,84,03,Saint-Genest
03234,84,03,Saint-Gérand-de-Vaux
03235,84,03,Saint-Gérand-le-Puy
03236,84,03,Saint-Germain-des-Fossés
03237,84,03,Saint-Germain-de-Salles
03238,84,03,Saint-Hilaire
03239,84,03,Saint-Léger-sur-Vouzance
03240,84,03,Saint-Léon
03241,84,03,Saint-Léopardin-d'Augy
03242,84,03,Saint-Loup
03243,84,03,Saint-Marcel-en-Murat
03244,84,03,Saint-Marcel-en-Marcillat
03245,84,03,Saint-Martin-des-Lais
03246,84,03,Saint-Martinien
03247,84,03,Saint-Menoux
03248,84,03,Saint-Nicolas-des-Biefs
03249,84,03,Saint-Palais
03250,84,03,Saint-Pierre-Laval
03251,84,03,Saint-Plaisir
03252,84,03,Saint-Pont
03253,84,03,Saint-Pourçain-sur-Besbre
03254,84,03,Saint-Pourçain-sur-Sioule
03255,84,03,Saint-Priest-d'Andelot
03256,84,03,Saint-Priest-en-Murat
03257,84,03,Saint-Prix
03258,84,03,Saint-Rémy-en-Rollat
03259,84,03,Saint-Sauvier
03260,84,03,Saint-Sornin
03261,84,03,Sainte-Thérence
03262,84,03,Saint-Victor
03263,84,03,Saint-Voir
03264,84,03,Saint-Yorre
03265,84,03,Saligny-sur-Roudon
03266,84,03,Sanssat
03267,84,03,Saulcet
03268,84,03,Saulzet
03269,84,03,Sauvagny
03270,84,03,Sazeret
03271,84,03,Serbannes
03272,84,03,Servilly
03273,84,03,Seuillet
03274,84,03,Sorbier
03275,84,03,Souvigny
03276,84,03,Sussat
03277,84,03,Target
03278,84,03,Taxat-Senat
03279,84,03,Teillet-Argenty
03280,84,03,Terjat
03281,84,03,Le Theil
03282,84,03,Theneuille
03283,84,03,Thiel-sur-Acolin
03284,84,03,Thionne
03285,84,03,Tortezais
03286,84,03,Toulon-sur-Allier
03287,84,03,Treban
03288,84,03,Treignat
03289,84,03,Treteau
03290,84,03,Trévol
03291,84,03,Trézelles
03292,84,03,Tronget
03293,84,03,Urçay
03294,84,03,Ussel-d'Allier
03295,84,03,Valignat
03296,84,03,Valigny
03297,84,03,Vallon-en-Sully
03298,84,03,Varennes-sur-Allier
03299,84,03,Varennes-sur-Tèche
03300,84,03,Vaumas
03301,84,03,Vaux
03302,84,03,Veauce
03303,84,03,Venas
03304,84,03,Vendat
03305,84,03,Verneix
03306,84,03,Le Vernet
03307,84,03,Verneuil-en-Bourbonnais
03308,84,03,Vernusse
03309,84,03,Le Veurdre
03310,84,03,Vichy
03311,84,03,Vicq
03312,84,03,Vieure
03313,84,03,Le Vilhain
03314,84,03,Villebret
03315,84,03,Villefranche-d'Allier
03316,84,03,Villeneuve-sur-Allier
03317,84,03,Viplaix
03319,84,03,Voussac
03320,84,03,Ygrande
03321,84,03,Yzeure
04001,93,04,Aiglun
04004,93,04,Allemagne-en-Provence
04005,93,04,Allons
04006,93,04,Allos
04007,93,04,Angles
04008,93,04,Annot
04009,93,04,Archail
04012,93,04,Aubenas-les-Alpes
04013,93,04,Aubignosc
04016,93,04,Authon
04017,93,04,Auzet
04018,93,04,Banon
04019,93,04,Barcelonnette
04020,93,04,Barles
04021,93,04,Barras
04022,93,04,Barrême
04023,93,04,Bayons
04024,93,04,Beaujeu
04025,93,04,Beauvezer
04026,93,04,Bellaffaire
04027,93,04,Bevons
04028,93,04,Beynes
04030,93,04,Blieux
04031,93,04,Bras-d'Asse
04032,93,04,Braux
04033,93,04,Ubaye-Serre-Ponçon
04034,93,04,La Brillanne
04035,93,04,Brunet
04036,93,04,Le Brusquet
04037,93,04,Le Caire
04039,93,04,Castellane
04040,93,04,Le Castellard-Mélan
04041,93,04,Le Castellet
04042,93,04,Castellet-lès-Sausses
04043,93,04,Val-de-Chalvagne
04045,93,04,Céreste
04046,93,04,Le Chaffaut-Saint-Jurson
04047,93,04,Champtercier
04049,93,04,Château-Arnoux-Saint-Auban
04050,93,04,Châteaufort
04051,93,04,Châteauneuf-Miravail
04053,93,04,Châteauneuf-Val-Saint-Donat
04054,93,04,Châteauredon
04055,93,04,Chaudon-Norante
04057,93,04,Clamensane
04058,93,04,Claret
04059,93,04,Clumanc
04061,93,04,Colmars
04062,93,04,La Condamine-Châtelard
04063,93,04,Corbières-en-Provence
04065,93,04,Cruis
04066,93,04,Curbans
04067,93,04,Curel
04068,93,04,Dauphin
04069,93,04,Demandolx
04070,93,04,Digne-les-Bains
04072,93,04,Draix
04073,93,04,Enchastrayes
04074,93,04,Entrages
04075,93,04,Entrepierres
04076,93,04,Entrevaux
04077,93,04,Entrevennes
04079,93,04,L'Escale
04081,93,04,Esparron-de-Verdon
04084,93,04,Estoublon
04085,93,04,Faucon-du-Caire
04086,93,04,Faucon-de-Barcelonnette
04087,93,04,Fontienne
04088,93,04,Forcalquier
04090,93,04,Le Fugeret
04091,93,04,Ganagobie
04092,93,04,La Garde
04093,93,04,Gigors
04094,93,04,Gréoux-les-Bains
04095,93,04,L'Hospitalet
04096,93,04,Jausiers
04097,93,04,La Javie
04099,93,04,Lambruisse
04101,93,04,Lardiers
04102,93,04,Le Lauzet-Ubaye
04104,93,04,Limans
04106,93,04,Lurs
04107,93,04,Majastres
04108,93,04,Malijai
04109,93,04,Mallefougasse-Augès
04110,93,04,Mallemoisson
04111,93,04,Mane
04112,93,04,Manosque
04113,93,04,Marcoux
04115,93,04,Méailles
04116,93,04,Les Mées
04118,93,04,Melve
04120,93,04,Val d'Oronaye
04121,93,04,Mézel
04122,93,04,Mirabeau
04123,93,04,Mison
04124,93,04,Montagnac-Montpezat
04126,93,04,Montclar
04127,93,04,Montfort
04128,93,04,Montfuron
04129,93,04,Montjustin
04130,93,04,Montlaux
04132,93,04,Montsalier
04133,93,04,Moriez
04134,93,04,La Motte-du-Caire
04135,93,04,Moustiers-Sainte-Marie
04136,93,04,La Mure-Argens
04137,93,04,Nibles
04138,93,04,Niozelles
04139,93,04,Noyers-sur-Jabron
04140,93,04,Les Omergues
04141,93,04,Ongles
04142,93,04,Oppedette
04143,93,04,Oraison
04144,93,04,La Palud-sur-Verdon
04145,93,04,Peipin
04148,93,04,Peyroules
04149,93,04,Peyruis
04150,93,04,Piégut
04151,93,04,Pierrerue
04152,93,04,Pierrevert
04154,93,04,Pontis
04155,93,04,Prads-Haute-Bléone
04156,93,04,Puimichel
04157,93,04,Puimoisson
04158,93,04,Quinson
04159,93,04,Redortiers
04160,93,04,Reillanne
04161,93,04,Méolans-Revel
04162,93,04,Revest-des-Brousses
04163,93,04,Revest-du-Bion
04164,93,04,Revest-Saint-Martin
04166,93,04,Riez
04167,93,04,La Robine-sur-Galabre
04169,93,04,La Rochegiron
04170,93,04,La Rochette
04171,93,04,Rougon
04172,93,04,Roumoules
04173,93,04,Saint-André-les-Alpes
04174,93,04,Saint-Benoît
04175,93,04,Sainte-Croix-à-Lauze
04176,93,04,Sainte-Croix-du-Verdon
04177,93,04,Hautes-Duyes
04178,93,04,Saint-Étienne-les-Orgues
04179,93,04,Saint-Geniez
04180,93,04,Saint-Jacques
04181,93,04,Saint-Jeannet
04182,93,04,Saint-Julien-d'Asse
04183,93,04,Saint-Julien-du-Verdon
04184,93,04,Saint-Jurs
04186,93,04,Saint-Laurent-du-Verdon
04187,93,04,Saint-Lions
04188,93,04,Saint-Maime
04189,93,04,Saint-Martin-de-Brômes
04190,93,04,Saint-Martin-les-Eaux
04191,93,04,Saint-Martin-lès-Seyne
04192,93,04,Saint-Michel-l'Observatoire
04193,93,04,Saint-Paul-sur-Ubaye
04194,93,04,Saint-Pierre
04195,93,04,Saint-Pons
04197,93,04,Sainte-Tulle
04199,93,04,Saint-Vincent-sur-Jabron
04200,93,04,Salignac
04201,93,04,Saumane
04202,93,04,Sausses
04203,93,04,Selonnet
04204,93,04,Senez
04205,93,04,Seyne
04206,93,04,Sigonce
04207,93,04,Sigoyer
04208,93,04,Simiane-la-Rotonde
04209,93,04,Sisteron
04210,93,04,Soleilhas
04211,93,04,Sourribes
04214,93,04,Tartonne
04216,93,04,Thèze
04217,93,04,Thoard
04218,93,04,Thorame-Basse
04219,93,04,Thorame-Haute
04220,93,04,Les Thuiles
04222,93,04,Turriers
04224,93,04,Ubraye
04226,93,04,Uvernet-Fours
04227,93,04,Vachères
04228,93,04,Valavoire
04229,93,04,Valbelle
04230,93,04,Valensole
04231,93,04,Valernes
04233,93,04,Vaumeilh
04234,93,04,Venterol
04235,93,04,Verdaches
04236,93,04,Vergons
04237,93,04,Le Vernet
04240,93,04,Villars-Colmars
04241,93,04,Villemus
04242,93,04,Villeneuve
04244,93,04,Volonne
04245,93,04,Volx
05001,93,05,Abriès-Ristolas
05003,93,05,Aiguilles
05004,93,05,Ancelle
05006,93,05,L'Argentière-la-Bessée
05007,93,05,Arvieux
05008,93,05,Aspremont
05009,93,05,Aspres-lès-Corps
05010,93,05,Aspres-sur-Buëch
05011,93,05,Avançon
05012,93,05,Baratier
05013,93,05,Barcillonnette
05014,93,05,Barret-sur-Méouge
05016,93,05,La Bâtie-Montsaléon
05017,93,05,La Bâtie-Neuve
05018,93,05,La Bâtie-Vieille
05019,93,05,La Beaume
05021,93,05,Le Bersac
05022,93,05,Bréziers
05023,93,05,Briançon
05024,93,05,Valdoule
05025,93,05,Buissard
05026,93,05,Ceillac
05027,93,05,Cervières
05028,93,05,Chabestan
05029,93,05,Chabottes
05031,93,05,Champcella
05032,93,05,Champoléon
05033,93,05,Chanousse
05035,93,05,Châteauneuf-d'Oze
05036,93,05,Châteauroux-les-Alpes
05037,93,05,Châteauvieux
05038,93,05,Château-Ville-Vieille
05039,93,05,Aubessagne
05040,93,05,Chorges
05044,93,05,Crévoux
05045,93,05,Crots
05046,93,05,Embrun
05047,93,05,Éourres
05048,93,05,L'Épine
05049,93,05,Esparron
05050,93,05,Espinasses
05051,93,05,Étoile-Saint-Cyrice
05052,93,05,Eygliers
05053,93,05,Garde-Colombe
05054,93,05,La Fare-en-Champsaur
05055,93,05,La Faurie
05056,93,05,Forest-Saint-Julien
05057,93,05,Fouillouse
05058,93,05,Freissinières
05059,93,05,La Freissinouse
05060,93,05,Furmeyer
05061,93,05,Gap
05062,93,05,Le Glaizil
05063,93,05,La Grave
05064,93,05,La Chapelle-en-Valgaudémar
05065,93,05,Guillestre
05066,93,05,La Haute-Beaume
05068,93,05,Jarjayes
05070,93,05,Laragne-Montéglin
05071,93,05,Lardier-et-Valença
05072,93,05,Laye
05073,93,05,Lazer
05074,93,05,Lettret
05075,93,05,Manteyer
05076,93,05,Méreuil
05077,93,05,Molines-en-Queyras
05078,93,05,Monêtier-Allemont
05079,93,05,Le Monêtier-les-Bains
05080,93,05,Montbrand
05081,93,05,Montclus
05082,93,05,Mont-Dauphin
05084,93,05,Montgardin
05085,93,05,Montgenèvre
05086,93,05,Montjay
05087,93,05,Montmaur
05089,93,05,Montrond
05090,93,05,La Motte-en-Champsaur
05091,93,05,Moydans
05092,93,05,Neffes
05093,93,05,Névache
05094,93,05,Nossage-et-Bénévent
05095,93,05,Le Noyer
05096,93,05,Orcières
05097,93,05,Orpierre
05098,93,05,Les Orres
05099,93,05,Oze
05100,93,05,Pelleautier
05101,93,05,Vallouise-Pelvoux
05102,93,05,La Piarre
05103,93,05,Le Poët
05104,93,05,Poligny
05106,93,05,Prunières
05107,93,05,Puy-Saint-André
05108,93,05,Puy-Saint-Eusèbe
05109,93,05,Puy-Saint-Pierre
05110,93,05,Puy-Saint-Vincent
05111,93,05,Puy-Sanières
05112,93,05,Rabou
05113,93,05,Rambaud
05114,93,05,Réallon
05115,93,05,Remollon
05116,93,05,Réotier
05117,93,05,Ribeyret
05118,93,05,Val Buëch-Méouge
05119,93,05,Risoul
05121,93,05,Rochebrune
05122,93,05,La Roche-de-Rame
05123,93,05,La Roche-des-Arnauds
05124,93,05,La Rochette
05126,93,05,Rosans
05127,93,05,Rousset
05128,93,05,Saint-André-d'Embrun
05129,93,05,Saint-André-de-Rosans
05130,93,05,Saint-Apollinaire
05131,93,05,Saint-Auban-d'Oze
05132,93,05,Saint-Bonnet-en-Champsaur
05133,93,05,Saint-Chaffrey
05134,93,05,Saint-Clément-sur-Durance
05135,93,05,Sainte-Colombe
05136,93,05,Saint-Crépin
05139,93,05,Dévoluy
05140,93,05,Saint-Étienne-le-Laus
